CIK,Company_Name,Analysis_Date,Form_Type,Passes_All_Filters,ROE_Above_15_For_5_Years,Debt_Equity_Below_8_Percent,Management_Ownership_Above_5_Percent,Consistent_Earnings_Growth,Moat_Score,Market_Share_Score,Patent_Score,Customer_Retention_Score,Pricing_Power_Score,Margin_of_Safety,Bear_Case_Value,Base_Case_Value,Bull_Case_Value,Benfords_Law_Score,CAPEX_vs_Depreciation,True_Owner_Earnings,ROE_5_Year_Avg,Debt_Equity_Ratio,Management_Ownership_Pct,Business_Model_Changes,Financial_Anomalies,Mental_Model_Conflicts,Investment_Grade
0001350102,"ASCENT SOLAR TECHNOLOGIES, INC.",2025-05-30,8-K,False,False,False,True,False,6.657747977898489,6.004708962810505,5.496662298257645,9.201979313046989,7.664698406875947,0.0,197.43405441274447,148.86827191617257,302.86508217387876,0.9100982564805372,2.934689190405433,5691940814.074059,18.67724266964128,45.46529362777484,5.2307257974565,3,2,0,D
0001359687,"SOUTH 8 ENERGY, LLC",2025-05-30,8-K,False,False,False,True,False,7.482343968643506,8.0466536215595,6.290393667953509,8.800457963339309,6.164728269657917,0.0,32.65715237219994,25.169298496879577,46.773022825108164,0.8031793118337814,1.1934369427013247,8751442301.800768,16.678187303065787,37.095454380445005,5.133875720059176,0,2,1,D
0001372612,BOX INC,2025-05-30,10-Q,False,True,False,True,False,7.775328661361473,8.747833338116072,5.978572259781829,8.694502372702988,7.437231736398973,0.0,100.78424308249525,79.78314729531327,131.50464899304401,0.725761132028806,0.9530757415889195,10219485550.78652,18.604708371191244,30.688518973039013,14.32745368942209,3,2,1,D
0001381668,TFS FINANCIAL CORP,2025-05-30,8-K,False,False,False,True,False,7.727971126962042,7.411594082843067,7.7304833964268465,9.130640946521849,6.180602855923914,0.0,19.809902553117592,15.16860269003908,28.97687055973481,0.7426531450769597,1.4074068718512878,4449410319.591735,18.683392230824758,10.831551580066549,3.1395130245257485,0,2,1,D
0001382821,REDFIN CORP,2025-05-30,8-K,False,False,False,True,False,6.401055435331142,6.031713195298056,5.633786470410836,8.347903098922377,6.286535963041935,0.0,31.95699315165362,23.201610150091298,54.47321103555794,0.7656398198303661,0.6078388493174745,2747629385.604198,17.78417310844571,63.46642776640303,12.652060100886251,0,0,0,D
0001396536,"DUOS TECHNOLOGIES GROUP, INC.",2025-05-30,8-K,False,False,False,True,False,6.936507622133563,6.060263259190509,7.833896238383053,7.7201446678519385,6.182045133720558,0.0,16.190349816372734,12.068020576131142,25.68776189843699,0.782793760384477,1.0631466081020113,3780791883.6428475,18.793019347191546,35.30078105665688,6.802568981727729,0,2,0,D
0001401521,AMERICAN COASTAL INSURANCE CORP,2025-05-30,8-K,False,False,False,True,False,7.882800474475459,8.3454604847934,6.5668812644313785,8.961996322345284,7.821526367596285,0.0,13.104830911708815,9.69994089334338,21.20778228064521,0.8310309829214568,0.9423659967223914,3101512817.5474772,15.808215752111826,15.820497102286,4.7474449071540405,1,1,1,D
0001403568,"ULTA BEAUTY, INC.",2025-05-30,10-Q + 8-K,False,False,False,False,False,7.663880662884735,7.043260103546709,7.848164590675881,8.68809752182726,7.545077398978358,0.0,6.680340820646102,4.7609438106918605,11.930516342805822,0.7414266432726796,6.214203441405666,-1183053100.0180876,16.667219569923258,129.35184756500382,13.708558980677696,2,0,1,D
0001411342,ELLINGTON FINANCIAL INC.,2025-05-30,8-K,False,False,False,True,False,8.467711842027235,9.20197701264883,8.968565260834982,7.1197695070379945,6.7239755730960855,0.0,132.33039335268938,100.18294716183352,200.53465828733292,0.800360838265776,0.7222469307760636,4866665997.6303835,14.390444502415061,34.46570607283015,9.932474952704627,0,2,1,D
0001412486,"COCRYSTAL PHARMA, INC.",2025-05-30,8-K,False,False,False,True,False,6.640642721042169,6.003638634373891,7.226830450192784,7.492931700098108,5.725517922151558,0.0,25.555777473470034,19.862685958190937,35.587360529305634,0.7538454365356418,0.41698987301469187,6142084777.95617,18.112092360969438,43.82508821891158,13.6931348955207,0,0,0,D
0001413891,"HIGH WIRE NETWORKS, INC.",2025-05-30,8-K,False,False,False,True,False,6.839804062643796,6.129750324865988,7.362772784465149,7.769596941599736,6.251527090379082,0.0,22.945550040888033,17.26172506674723,35.43975363133635,0.7219724396335618,0.8862420615431685,6288200442.891999,16.960764538660186,23.570583865522458,10.405863099274551,0,2,0,D
0001415311,PROSHARES TRUST II,2025-05-30,8-K,False,False,False,True,False,7.333087816563565,6.550688496835501,7.399000228194489,9.485659180759594,5.959805132190995,0.0,27.44110578585367,21.43809481250185,37.5419107809477,0.8211996578023515,0.249321582753339,9803655097.022928,17.956402719662957,8.399446843847944,3.1290935087392526,0,2,1,D
0001417663,"SANUWAVE HEALTH, INC.",2025-05-30,8-K,False,False,False,True,False,7.164265772145582,8.370172655453429,5.603654256597543,7.7876543770294315,5.775695575790608,0.0,64.76072414495438,50.42221576832162,89.64346828054686,0.8561805417711729,2.133987172408307,7438198871.485075,15.228972260962134,107.02580465374352,14.219897252841639,0,2,1,D
0001423869,PCB BANCORP,2025-05-30,8-K,False,False,False,True,False,7.847189981599071,7.618595106047062,7.935835577046826,7.88464187661048,8.420728907441026,0.0,31.563017722361167,24.51543331267706,44.05171160410916,0.8899571874884935,2.9274318095815364,6801055614.010019,18.015713399281406,28.984465478698713,10.160593821826447,0,2,1,D
0001428205,"ARMOUR RESIDENTIAL REIT, INC.",2025-05-30,8-K,False,False,False,True,False,7.78223426544738,6.511779946830821,8.38798976482876,9.38487003524466,7.841513502174932,0.0,26.268363656174074,20.805003989094853,34.212197688534594,0.8112613654407862,1.8043415289081504,7951583250.758542,18.742380292196287,10.14505823624184,13.425312225840624,0,1,1,D
0001433642,HAMILTON LANE INC,2025-05-30,8-K,False,False,False,True,False,7.917897560553802,7.742060485569431,7.971727378114618,9.01305137334387,6.269448782228696,0.0,299.81668248724503,234.59965509606263,407.91647805172323,0.7684390544769198,0.28897661650817447,8623293495.155823,17.326900932003912,14.961148640628583,5.681720245339346,1,2,1,D
0001434647,"ZEVRA THERAPEUTICS, INC.",2025-05-30,8-K,False,False,False,False,False,7.310449477361436,7.587399791304345,6.0378905195970205,8.363302796729807,7.914618456146309,0.0,49.28500752989785,37.44820852986896,73.85711278158607,0.7315891686562408,2.1017799962278794,1517077026.3691201,17.903638462530655,48.683138228776464,13.02662385378122,0,2,1,D
0001435064,CEMTREX INC,2025-05-30,8-K,False,False,False,True,False,7.319140829080411,7.675593164277951,7.063659921291146,7.523989267970779,6.250077333877307,0.0,23.371338755769614,17.41944658493877,37.088287088254795,0.8124470895991274,5.914998022869873,3299419362.3402977,22.436224373917337,58.812070708265175,4.530631429365545,1,1,1,D
0001446687,"SILVER STAR PROPERTIES REIT, INC",2025-05-30,DEF 14A,False,False,False,True,False,6.823466395526033,6.988656525813592,5.624087311579375,8.025191545694542,7.357392825878749,0.0,14.926414430019138,10.61390999266367,26.802606809055575,0.8201289138419672,5.783050638695701,-774462086.1308057,18.15259450417575,46.593039295545516,11.509365677143924,3,0,0,D
0001452477,SEVEN HILLS REALTY TRUST,2025-05-30,8-K,False,False,False,False,False,8.044492892571753,8.79392704081464,7.724892032866839,7.5631073071621175,6.9683300495342255,0.0,125.30530398151602,95.49309631941485,186.05786493833412,0.8368022623528388,2.2630265059623897,4968218784.507832,16.061665593220408,200.45710840164492,13.011538369460434,0,1,2,D
0001465740,TWO HARBORS INVESTMENT CORP.,2025-05-30,8-K,False,False,False,True,False,7.798156025213407,7.6681091486327775,7.300460293661195,8.736282212323081,7.935178351973209,0.0,38.19788514170324,28.8090328550219,58.55162494729415,0.7162059381627738,1.537505744434823,6286392440.509199,17.891653720868188,70.39384965516335,8.903151977025967,0,1,1,D
0000014707,CALERES INC,2025-05-30,8-K,False,False,False,True,False,7.551093275061258,7.350110176739536,8.15996466991942,7.776417498749614,6.077763036396949,0.0,53.33943533145373,38.641066532386205,91.43777952239743,0.7708304545081169,0.24018504295195783,3274462762.209633,17.61219810720517,59.15941971367186,6.408606088532257,3,2,1,D
0001476765,"GOLUB CAPITAL BDC, INC.",2025-05-30,8-K,False,False,False,False,False,6.779744723021261,6.206887084999612,5.984898410443867,8.98659863127597,7.042006396330624,0.0,13.030032504843353,9.432075544128473,22.381768108049233,0.8277646587293981,5.169113266567381,663749138.227881,21.39419417386768,139.85061174713667,13.47114076623626,0,1,0,D
0001496323,"IGM BIOSCIENCES, INC.",2025-05-30,8-K,False,False,False,True,False,7.8436418714985665,8.013241706591804,7.920460761862225,7.582981006230004,7.456107590571765,0.0,48.63961684719376,34.6283864877041,87.08609813872563,0.7176362809115748,1.0764088772576603,1357656914.7562099,17.148826861119712,68.30869743080251,3.5005992239430785,0,1,1,D
0001498148,ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC.,2025-05-30,10-K + 8-K,False,False,False,True,False,6.69556506259482,6.790893954696459,5.719584570277031,7.437992902531712,7.757335291267838,0.0,24.401370024516762,17.861674354464117,40.70646881754445,0.9329261407733968,0.8206088065606818,1817579086.4050765,17.551347347263007,271.9914964496955,8.671062890670933,2,1,0,D
0001499422,RBB BANCORP,2025-05-30,8-K,False,False,False,True,False,6.734321138337268,6.128791718295232,6.987913420980979,7.589325751506755,6.685652744235309,0.0,14.095496527053518,10.937150805468372,19.739869203949976,0.8212363284709139,1.0926763112955238,4197494078.132997,16.224821342884724,55.023439317185755,2.9699549379650954,2,1,0,D
0001500881,ENCORE ENERGY CORP.,2025-05-30,8-K,False,True,False,False,True,7.378756301368709,7.493392651548972,6.554878002070519,8.592977554344316,6.963403292591007,0.0,35.333118680683,27.785808493947272,47.22879373779273,0.9403755489983009,1.4832203783281075,5594962134.2843485,20.32889964376044,50.70041808316525,8.790910340491639,0,0,1,D
0001501729,FS SPECIALTY LENDING FUND,2025-05-30,SCHEDULE 13G/A,False,False,False,True,False,7.413889927968999,6.676691334929124,7.891844926785873,7.733147066520928,8.290305026574009,0.0,41.49166094804284,30.841816863549997,66.35141860537345,0.7806980717775847,0.8076042846080939,4705829338.083583,19.8391651686168,108.9485419850704,7.888158386014895,0,1,1,D
0001503802,KARYOPHARM THERAPEUTICS INC.,2025-05-30,8-K,False,False,False,True,False,6.934937612059774,7.2511353346442915,5.660718394221947,8.055969356318633,7.250740886717473,0.0,24.579802098369175,19.405315077719276,32.39278185383085,0.8426439128321563,1.6707409576014114,9106670312.223928,15.166461913411997,60.04481437007938,11.171897614838228,0,1,0,D
0001504461,NGL ENERGY PARTNERS LP,2025-05-30,10-K,False,False,False,True,False,8.249573914307115,9.431609599100163,7.4960787835911225,8.377338045155257,5.526388305586611,0.0,30.832098929363408,23.907832952945544,43.274659251412935,0.9000942671316271,1.0531469253484798,9600167729.322977,16.16456396461564,131.20306148823366,3.735490305025653,3,2,2,D
0001504678,"LOOP INDUSTRIES, INC.",2025-05-30,10-K + DEF 14A,False,False,False,True,False,8.271420671745945,7.733635468913005,8.485122235416451,9.25501603312886,7.814266069300354,0.0,41.4667384343085,31.36653019634416,63.00093261587792,0.7885456710474636,0.5055786541848202,7939525663.448055,18.890736295525425,33.726364581263574,8.21035142639775,2,1,1,D
0001509589,"CIVITAS RESOURCES, INC.",2025-05-30,8-K,False,False,False,True,False,8.354284431384338,8.426390029258414,8.21619160601141,8.696979209689085,7.794750959397329,0.0,27.59990567049044,20.936708052713428,41.57079472120764,0.7849687164859933,1.3008465550368018,7434154100.673812,15.131257229142452,11.594336180804124,4.752841571427589,1,1,1,D
0001514597,FURY GOLD MINES LTD,2025-05-30,SCHEDULE 13G,False,False,False,True,False,7.010772084365826,7.281291427390069,6.323664665982126,8.114824974924687,5.7819111863022306,0.0,39.232693877270435,27.581105541568302,72.37742379295933,0.8176914575704499,8.006839228286385,-1236226156.5440269,16.242124820425953,30.1406508666784,5.034654520865978,0,1,1,D
0001514743,"IF BANCORP, INC.",2025-05-30,8-K,False,True,False,True,False,6.91840134620138,7.1382175496619915,6.629425428631791,7.328418140268751,6.086030696932953,0.0,25.872172425685473,18.301734128708947,47.03941960004496,0.8944237911475648,1.9729467503731446,-42541936.06617665,19.002388044104286,54.704605300544664,9.898017317515471,0,0,0,D
0001529113,"XTI AEROSPACE, INC.",2025-05-30,8-K,False,False,False,True,False,8.29289838801896,8.458297499500173,8.673770733391963,7.436075256554696,8.202331168903617,0.0,12.939819788830091,9.287060784178948,22.712595507138,0.9345415585206442,0.24630065563140174,2327456419.4326973,18.430601627346157,31.247134328329302,13.591591260893916,0,2,1,D
0001530249,"FS BANCORP, INC.",2025-05-30,8-K,False,False,True,True,False,6.775745194453704,6.426422635554955,6.940884211151858,7.3037124214256,6.6216839260104425,0.0,33.234196007521085,25.466501788908626,48.49858569181148,0.9154517151954216,1.4314579560627179,7591249739.804417,17.66782145348636,7.964681523859994,7.529325048873088,0,1,0,D
0001531031,"ESQUIRE FINANCIAL HOLDINGS, INC.",2025-05-30,8-K,False,False,False,True,False,7.52502697179469,7.758292030413746,7.820149004810557,7.466523451655429,5.823607678549372,0.0,13.167351139099724,9.6794455780626,21.7158822372654,0.8171823029132215,0.18421382268195913,3573479180.756832,15.180229626010384,15.23628830248969,10.83549509493566,0,1,1,D
0001531152,"BJ'S WHOLESALE CLUB HOLDINGS, INC.",2025-05-30,10-Q,False,False,False,True,False,7.749348823089587,6.582810313295252,8.388712518575318,9.393841846898141,7.208425728192626,0.0,18.634905754215538,14.343533323219257,26.803302631719674,0.9457530754434128,1.546716303491446,6084106049.316933,17.024935532792195,29.879951371538304,12.707259190491268,3,2,1,D
0001533998,DARIOHEALTH CORP.,2025-05-30,8-K,False,False,False,False,False,7.312900677524475,7.286180776356726,6.677273237172939,9.08817433134366,5.776115295611704,0.0,26.476430220338784,20.403411378805814,37.934874930170764,0.9437677416440137,3.676779973391158,5893724380.217535,18.20806549703187,41.057177867453866,13.799692263098503,1,1,1,D
0001545806,HO CHI SING,2025-05-30,SCHEDULE 13G,False,False,True,True,False,7.1453354022054745,6.540308384391501,7.428377245943005,7.558158667389071,7.890671411881582,0.0,15.655920891404191,12.377399488208189,20.526730480633773,0.7336645890330156,1.2189836346015086,6271087915.59794,17.379402389779997,6.479199401845716,14.802484561765782,0,1,1,D
0001552275,SUNOCO LP,2025-05-30,8-K,False,False,False,True,False,7.303719020503056,8.406908496004581,5.945997332073471,7.2378594826100775,7.095845259571673,0.0,153.67872325982685,121.703931468421,200.22782243338955,0.8852000129620533,0.5719830952164232,10310656029.094753,17.007564228970843,44.47850607208086,6.315246849489881,1,2,1,D
0001559432,"TXO PARTNERS, L.P.",2025-05-30,8-K,False,False,False,False,False,6.634923632922387,6.403589963010625,5.096253513068767,9.13733814570761,7.1714396465598576,0.0,12.439173146066125,9.779516160181263,16.642908165421343,0.9160938530231129,1.2081588636997176,5056918776.546081,16.46295582735505,21.0542742743863,11.524575007629904,0,2,0,D
0001560385,LIBERTY MEDIA CORP,2025-05-30,8-K,False,False,False,True,False,7.17691194113727,6.409126690555693,7.4365779606223725,8.291213688920973,7.240451389440867,0.0,28.214553233588106,21.243283753236856,43.46972031558415,0.9344181918573083,1.2838278725252847,6083629339.504702,15.495354279525245,53.66062358060959,14.10925907774395,0,2,1,D
0001560672,ELLINGTON CREDIT CO,2025-05-30,8-K,False,False,False,True,False,6.8200188782798055,6.415873178010951,6.827452327468153,7.020369344587195,8.013600399175399,0.0,68.21636127289541,53.640280681843116,91.21194292846063,0.9281652853778656,0.7975639047217115,10209048018.16018,15.620277974551877,45.76762925321,6.860585146433381,0,1,0,D
0001562401,AMERICAN HOMES 4 RENT,2025-05-30,8-K,False,False,False,True,False,7.959572879498722,9.347195981355402,6.036319657982766,8.599949596311538,6.898086702994242,0.0,25.279665551183495,18.972943779049814,39.31733375890652,0.8569071554612392,1.4248905623734558,4800662081.030951,21.012283683876014,30.184369788131082,9.13998510904391,1,1,1,D
0001563190,"COMPASS, INC.",2025-05-30,8-K,False,False,False,True,False,8.544960835172537,8.931267891191256,8.004380881055514,8.840130219790145,8.031133704213513,0.0,93.78438486330306,74.14421011679536,122.96646663295057,0.8010220187222094,0.3234080811808902,6527804391.044359,14.02724105641448,9.099965504230092,8.900794081329245,1,1,1,D
0001564708,NEWS CORP,2025-05-30,8-K,False,False,False,True,True,6.967921847107438,7.669599341720122,5.213575946437379,7.845871895659778,7.668349473562191,0.0,32.92644525788311,24.531224337981964,52.312142618499614,0.775334938516344,2.071099212913064,2168552276.436669,14.598400691232088,28.499631566606837,11.852936691806452,0,1,0,D
0001568100,"PAGERDUTY, INC.",2025-05-30,8-K,False,False,False,True,False,7.402125731103937,8.174553533078313,6.257930297930724,8.130407550915978,6.288437183101994,0.0,29.799825725520822,23.351746198369778,40.336620961550146,0.8223224060550726,2.4772928104978087,9160877604.339016,21.175763578267855,65.17570387593906,6.942711556150874,3,1,1,D
0001570585,LIBERTY GLOBAL LTD.,2025-05-30,8-K,False,False,False,True,False,7.304409717107683,6.513428519165204,8.714604915276535,7.516878745081622,5.812810858423162,0.0,23.459342511766135,18.10760696894215,33.433857792870654,0.9269021744467957,1.40604148402519,6775920518.085226,18.045299081761325,10.237971611944756,3.8949709366724585,0,2,1,D
0001571996,DELL TECHNOLOGIES INC.,2025-05-30,8-K,False,False,False,True,False,6.680927810250373,7.55217101473995,5.389563925491538,7.2480829814173875,5.9357363042345375,0.0,82.08997999028833,62.51401819928702,122.16683489713692,0.8115158774972275,1.408791365047324,7535423656.671813,15.958532272035503,46.704542264906564,11.057894303366847,3,2,0,D
0001573221,"THEREALREAL, INC.",2025-05-30,SCHEDULE 13G,False,False,False,True,False,7.589719702696768,6.694601949334666,8.561260393099698,7.883389858588638,7.668228333152653,0.0,17.139063852991388,13.245595351176624,24.326152058431934,0.7545033815443729,0.8985198280980109,5867717917.76782,17.77544874829705,20.300669974169967,11.399989802766605,0,1,1,D
0001579298,"BURLINGTON STORES, INC.",2025-05-30,8-K,False,False,True,True,False,8.219920434276672,8.1967078122338,8.282724979463202,8.087400888706616,8.38939637802868,0.0,21.753534766033,16.94758943147971,30.048121099555644,0.9252871357683616,1.2115698893977,5619229788.994934,18.837297402303104,5.042656873622135,8.719762715564983,1,2,1,D
0001581760,"LIFE360, INC.",2025-05-30,8-K,False,False,False,True,False,7.203370708258928,7.209040317447335,6.8295561554884054,7.170223389983786,8.368430566367142,0.0,22.157264062457273,16.827031861525562,33.25734996031747,0.8644290917201708,0.2615398277371959,7043496306.931165,16.39136344305542,34.51130154350871,9.713631513808068,0,2,1,D
0001584207,"ONEMAIN HOLDINGS, INC.",2025-05-30,8-K,False,True,False,True,False,6.598452821852148,6.3670907432648605,5.662204164742395,8.147524877174936,7.234502996884984,0.0,43.93761430314313,33.44211006180622,65.49623249846461,0.8385414897516115,0.319798621718129,10784625066.488586,20.903073254680994,74.38604420450051,11.735028892403736,1,1,0,D
0001590717,"CARETRUST REIT, INC.",2025-05-30,8-K,False,True,False,True,False,8.373686046050464,8.730579521214022,8.113718809418277,9.190323313703068,6.092739319987591,0.0,90.64335038848877,69.15985598276309,134.09044225890932,0.9297097418286658,1.136603110263129,7444524970.986,21.659317013865103,21.108839773850484,12.571420136669692,0,0,1,D
0001592386,"VIRTU FINANCIAL, INC.",2025-05-30,8-K,False,True,False,True,False,6.626747088003529,6.4011890196334,5.163573157362391,8.387770341638202,8.396454646138116,0.0,163.17721910956337,119.9733881666977,268.9919783641487,0.7683991618445534,1.2475181761924117,2318501945.467098,20.504315564081395,271.9102705958892,3.932005118260709,0,2,0,D
0001593773,AMJ GLOBAL TECHNOLOGY,2025-05-30,10-Q,False,False,False,True,False,7.43907334568374,7.565996387081279,7.251754991293774,7.777726645881392,6.816029642868176,0.0,125.72907520320643,93.38962789348211,201.4742797144061,0.7204199094678984,1.5771026421889291,4508915498.711502,16.04815278225867,88.39613636719616,4.14304340709047,1,2,1,D
0001596993,DORIAN LPG LTD.,2025-05-30,10-K,False,True,False,False,False,8.10558206866554,7.7285612010381275,7.934288834722928,9.329270764173064,7.680167849987984,0.0,14.744818570175946,11.622161694772217,19.545043249041022,0.938816207850297,0.4358701253236431,5428925885.051057,22.828840984535216,20.336530621755035,2.2178964467606717,3,0,2,D
0001600033,"E.L.F. BEAUTY, INC.",2025-05-30,10-K,False,False,False,True,False,6.66985287831641,6.82281307440396,6.044673582692545,7.557393553980031,6.158468629510563,0.0,71.51598361576232,52.29256885317917,119.64914281027065,0.908680317596291,1.4283101383282157,2647830728.684947,19.702669018555792,88.50975844324452,2.1395893323721036,3,1,0,D
0001600626,PEAKSTONE REALTY TRUST,2025-05-30,8-K,False,False,False,True,False,7.645611885395592,7.242399923359763,7.5421078546240174,8.429875494429869,8.000444607785075,0.0,45.80839072216383,35.63850511059942,63.57714948800021,0.9129453882263747,0.4619044012050923,5706593339.570391,15.154616483496,54.31690361952871,3.6087673105862352,0,1,1,D
0001602409,"FINGERMOTION, INC.",2025-05-30,10-K,False,False,False,True,False,7.631506175163963,8.598614339071041,5.583116978633393,9.179006394192353,6.813240671070574,0.0,85.06012803521271,62.21428529004083,142.19799320439978,0.930455580837316,1.0114215425068098,3379481024.531912,17.594944134020782,88.76439038865854,8.290749095327921,3,1,1,D
0001611983,LIBERTY BROADBAND CORP,2025-05-30,8-K,False,False,False,True,False,7.044170544220601,6.556079137693515,7.17147491713906,8.462315162377731,5.778333815259315,0.0,38.79235861953172,30.007838981840578,54.88942900125611,0.7825028296502228,4.8704850730007845,7468520014.977334,18.49425217427605,14.822922740879143,9.310670100837335,0,2,1,D
0001617867,"AUTONOMIX MEDICAL, INC.",2025-05-30,10-K,False,False,False,True,False,7.711077943492741,7.8729412118927025,7.755236139158483,8.182075610064423,5.989154949752305,0.0,48.38718797765677,36.74277118345612,72.65334161033532,0.9438690197168281,0.9854527073153732,8678371539.463623,16.966031061911334,142.22358964504727,14.463291428757955,2,2,1,D
0001621227,ADAPTIMMUNE THERAPEUTICS PLC,2025-05-30,8-K,False,False,False,True,False,8.350326520187373,8.027616413183832,8.896073189671206,9.275757423529127,6.153065133066527,0.0,23.452140503993405,18.103149741576207,33.41687897374931,0.803564090331627,0.7981876643149051,7556349062.194537,17.06926765784382,22.446009877540448,14.063112842655224,0,2,1,D
0001621832,"AQUA METALS, INC.",2025-05-30,8-K,False,True,False,True,False,7.33314866614317,6.337585268793937,8.22205930959964,7.542235316024106,8.230497025408827,0.0,9.026046974967642,6.562146234088968,15.330754546151786,0.7044451788270385,2.3751739970734023,930951130.6821957,20.223272802932524,172.7060290164344,3.635121501735618,0,0,1,D
0001621906,WESTERN URANIUM & VANADIUM CORP.,2025-05-30,8-K,False,False,False,True,False,7.435579107488197,7.312420905661796,7.5281744797753545,7.477727015929773,7.566129981049175,0.0,78.36753070826313,59.366916856055404,118.53055646329442,0.7918017979425886,1.5693913365239953,5916558983.660748,16.946263245137867,86.45623646163095,14.347987673171064,1,1,1,D
0001626644,"ODYSSEY HEALTH, INC.",2025-05-30,8-K,False,True,False,True,False,7.251427563833444,6.471757629881284,7.522892497735028,8.7459142106312,6.566739204341813,0.0,408.0650037764358,321.1163144354742,544.1339798915536,0.7012607453307564,0.14149378729737916,9188394090.186441,22.511194610751396,45.272906515160045,12.311991393559028,0,2,1,D
0001631055,GMF LEASING LLC,2025-05-30,8-K,False,False,False,True,False,7.754325332438642,7.016505806309587,8.380817125018014,9.144485739587557,6.045807244918913,0.0,49.88781624707037,38.639404824710745,70.2923810354438,0.7076196939290745,0.2964123533061051,8575889022.137773,12.339014783504716,40.43190276158269,7.9078109665696665,1,1,1,D
